Gene_model,Gene_type,Description
AT1G20440,protein_coding,"Description: Belongs to the dehydrin protein family; which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. Cold regulated gene, amino acid sequence homology with Group II LEA (late  embryogenesis abundant) proteins. Also responds to osmotic stress, ABA, dehydration and inhibits e.coli growth while overexpressed. COR47 and RAB18 double overexpressor plants are cold tolerant. Regulated by heat shock., Other Name: AtCOR47;COLD-REGULATED 47;COR47;RD17, Keywords: cold acclimation;defense response to fungus;heat acclimation;response to abscisic acid;response to cold;response to heat;response to osmotic stress;response to water deprivation;cold acclimation;response to abscisic acid;response to water deprivation;membrane;cytosol;nucleus;Golgi apparatus;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;trichome;vascular leaf,"
AT1G51460,protein_coding,"Description: ABCG13 encodes a member of the ATP-binding cassette (ABC) transporter family protein. Mutants show defects in petal elongation resulting in a folded petal phenotype., Other Name: ABCG13;ATP-binding cassette G13;FOLDED PETALS 2;FOP2, Keywords: cutin transport;petal epidermis patterning;response to salt stress;plasma membrane;plasmodesma;ABC-type transporter activity;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity;LP.02 two leaves visible stage;LP.06 six leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;inflorescence meristem;integument epidermis;leaf apex;leaf lamina base;peduncle epidermis;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G12430,protein_coding,"Description: Encodes the kinesin-like protein PAK has an Armadillo motif tail and is involved  in guard cell development in Arabidopsis (from Genbank record AF159052).However; no defect in stomatal complexes has been observed in loss of function mutations.  It accumulates at the preprophase band (PPB) in a cell-cycle and microtubule-dependent manner and is most highly expressed in cells where the placement of the division plane (early embryogenesis, stomatal lineages) is critical., Other Name: ARK3;ARMADILLO REPEAT KINESIN 3;Arabidopsis thaliana KINESIN Ungrouped clade, gene A;AtKINUa;PAK;phosphatidic acid kinase, Keywords: cytoskeleton-dependent intracellular transport;microtubule-based movement;cytoplasm;microtubule;preprophase band;kinesin complex;ATP hydrolysis activity;microtubule binding;plus-end-directed microtubule motor activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;central root cap;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;portion of vascular tissue;root;seed;sepal;shoot apex;shoot system;stamen;stem;stomatal complex;trichome;vascular leaf;guard mother cell,"
AT1G52680,protein_coding,"Description: late embryogenesis abundant protein-related / LEA protein-like protein;(source:Araport11), Other Name: N/A, Keywords: biological_process;cellular_component;molecular_function;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;carpel;collective leaf structure;flower;petal;pollen;pollen tube cell;sepal;stamen,"
AT1G01360,protein_coding,"Description: Encodes RCAR1 (regulatory components of ABA receptor).  Interacts with and regulates the type 2C protein phosphatases (PP2Cs) ABI1 and ABI2.  Functions as abscisic acid sensor. The mRNA is cell-to-cell mobile., Other Name: PYL9;PYRABACTIN RESISTANCE 1-LIKE 9;RCAR1;REGULATORY COMPONENT OF ABA RECEPTOR 1, Keywords: abscisic acid-activated signaling pathway;cytoplasm;nucleus;cytoplasm;nucleus;abscisic acid binding;protein binding;protein homodimerization activity;protein phosphatase inhibitor activity;signaling receptor activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G36320,protein_coding,"Description: Located in both chloroplasts and mitochondria; absence of CDB1L results in impaired embryo development. Possibly similar function as CDB1 in both mitochondria and chloroplasts., Other Name: CDB1-Like;CDB1L, Keywords: chloroplast;chloroplast stroma;mitochondrion;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G08880,protein_coding,"Description: Encodes HTA5; a histone H2A protein. H2AX is a meiosis-specific isoform of histone H2A.  Upon DSB formation, rapid accumulation of phosphorylated  H2AX (&#947;-H2AX) occurs around the break site. H2AX foci accumulate in early G2.  Immunolocalization studies in spread preparations of  wild-type meiocytes at G2/early leptotene revealed  the accumulation of numerous rather diffuse &#947;-H2AX  foci throughout the chromatin. However,  their accumulation is not contemporaneous with  that of AtSPO11-1. At 3 h post-S, no &#947;-H2AX  foci are detected. During the 3- to 5-h window when  AtSPO11-1 foci rapidly disappear, there is an  equally swift accumulation of &#947;-H2AX to a maximum  of >50 diffuse foci. The level of &#947;H2AX then remains  constant for a further 13 h before undergoing a  gradual decrease to 1020 foci in the 18- to 24-h post-S  period. By 30 h the foci have disappeared from the chromatin., Other Name: G-H2AX;GAMMA H2AX;GAMMA HISTONE VARIANT H2AX;GAMMA-H2AX;H2AXA;HTA5;histone H2A 5, Keywords: heterochromatin formation;nucleus;extracellular region;nucleus;nucleosome;structural constituent of chromatin;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G19850,protein_coding,"Description: Encodes a transcription factor (IAA24) mediating embryo axis formation and vascular development. Similar to AUXIN RESPONSIVE FACTOR 1 (ARF1) shown to bind to auxin responsive elements (AREs); and to the maize transcriptional activator VIVIPAROUS 1( VP1). In situ hybridization shows expression in provascular tissue of embryos, the emerging shoot primordia, then is restricted to provascular tissue, and in the root central vascular cylinder., Other Name: ARF5;AUXIN RESPONSE FACTOR 5;IAA24;MONOPTEROS;MP;indole-3-acetic acid inducible 24, Keywords: embryo development ending in seed dormancy;flower development;leaf vascular tissue pattern formation;longitudinal axis specification;meristem development;regulation of DNA-templated transcription;response to auxin;root development;xylem and phloem pattern formation;regulation of DNA-templated transcription;nucleus;DNA-binding transcription factor activity;identical protein binding;protein binding;transcription cis-regulatory region binding;LP.02 two leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G62020,protein_coding,"Description: Member of the Coat Protein I (COPI) complex is a seven-subunit coatomer complex consisting of the &#945;; &#946;, &#946;&#8242;, &#947;, &#948;, &#949;, and &#950; proteins.  COPI is required for retrograde transport from the Golgi to the endoplasmic reticulum, Golgi maintenance, and cell plate formation. Required for the acceptance of compatible pollen., Other Name: alpha1 Coat Protein;alpha1-COP, Keywords: endoplasmic reticulum to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;intracellular protein transport;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum;nucleus;plasma membrane;COPI vesicle coat;Cul4-RING E3 ubiquitin ligase complex;structural molecule activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G60800,protein_coding,"Description: Encodes one of a group of LRR-RLKs; designated as CLAVATA3 INSENSITIVE RECEPTOR KINASES (CIKs), that act as co-receptors and have essential roles in regulating CLV3-mediated stem cell homeostasis., Other Name: ATNIK3;CIK1;CLAVATA3 INSENSITIVE RECEPTOR KINASE 1;NIK3;NSP-INTERACTING KINASE 3, Keywords: anther development;homeostasis of number of meristem cells;chloroplast;coreceptor activity;kinase activity;protein binding;protein serine/threonine kinase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G15750,protein_coding,"Description: Encodes a protein with several WD40 repeats at the C-terminus and predicted protein-protein interaction domains at the N-terminus.  Together with the TOPLESS-RELATED PROTEINS (TPRs); it is thought to be involved in transcriptional repression of root-promoting genes in the top half of the embryo during the transition stage of embryogenesis. It can also interact with IAA12 through the EAR domain of IAA12 and the CTLH domain of TPL. The ability of IAA12 to repress transcription is diminished in a tpl-1 mutant background., Other Name: TOPLESS;TPL;WSIP1;WUS-INTERACTING PROTEIN 1, Keywords: jasmonic acid mediated signaling pathway;negative regulation of DNA-templated transcription;primary shoot apical meristem specification;response to auxin;xylem and phloem pattern formation;regulation of DNA-templated transcription;cytoplasm;nucleus;identical protein binding;protein binding;protein homodimerization activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower meristem;flower pedicel;guard cell;hypocotyl;inflorescence;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
